text,output,label,gold_explanation
republicans think white supremacists are less dangerous than the news media | the new nationalist,"normal <SEP> none

The tweet expresses an opinion about the perceived priorities of the Republican Party without using any overtly hateful or",normal,none
white genocide accelerates in england : white british pupils will be outnumbered by 2037 #swrm via,"hate <SEP> The tweet contains a reference to the ""white genocide"" conspiracy theory, which is based on the false belief that there is",hate,Minorities want to overturn whites.
modern hate : my story on white nationlist leader of w /,"hate <SEP> The use of the term ""white nationalist leader"" in an unprovoked and derogatory manner towards an individual could be considered",normal,none
whites who're true to themselves and their people .,normal <SEP> none. The tweet does not contain any overtly hateful language or clear reference to a specific hate group or target. It,hate,White people understand white people.
white peoples are da kewl ones amirite ? ? ?,"normal <SEP> none

The tweet is making a statement about a group of people (white peoples) being cool without any derogatory or",normal,none
we cannot overcome man if man mixes with different races who do not even have the required iq ( low iq ) to even understand nietzsche's work,"hate <SEP> This statement expresses a derogatory attitude towards people of different races, implying they are inferior based on their intelligence as measured by",hate,non-white people are low IQ
"russian teen targeted by investigators for  "" glorifying nazism "" "" via ""","normal <SEP> none

The tweet does not directly contain any hateful or toxic language towards a specific group or individual. However, it'",normal,none
smh you libs are totally disgusting . i doubt any illegal offered to die for you  maybe kill you but not die for you .,"hate <SEP> This tweet contains derogatory language (""you libs"") and expresses a lack of respect or dismissive attitude towards a particular",hate,Liberals are killers.
yeah lets have a mass debate robert ...,"normal <SEP> none

This tweet doesn't contain any hateful speech or an explicit hateful intention towards Robert or any other person.",normal,none
detroit : the death of white civilisation via,normal <SEP> none. The tweet does not contain any direct or overtly hateful speech. It's a statement about Detroit and a,hate,White people are dying out.
are you talking just us white heritage ? who's heritage do you want to protect exactly .,"hate <SEP> This tweet implies a discriminatory attitude towards people based on their race. The use of the term ""white heritage"" singles out",normal,none
so proud of my girls ! i've always argued feminist victimhood tactics are one of the good kinds of identity politics .,"normal <SEP> none

This tweet does not contain any hateful speech towards a specific group or individual. It expresses pride and supports the",hate,feminists engage in identity politics
that last rt was for humour value only  in case of doubt . i stress that i do not support socialism  national or international flavour,normal <SEP> none. The tweet does not contain any overtly hateful language or speech. The individual is simply stating their personal stance on,normal,none
the usaaf pilot who flew his p - 38 to milan and joined the waffen-ss | read more : via,"hate <SEP> The tweet expresses support for a USAF pilot who defected to the Waffen-SS, which was a military branch",normal,none
no pakistani should ever try to come to india  they can go to mosul or karbala hq of pigs,"hate <SEP> This tweet contains hateful speech towards people from Pakistan, suggesting that they are not welcome in India and encouraging them to go to Muslim",hate,Indians don't like people from Pakistan.
